"X","user.self","sys.self","elapsed","user.child","sys.child","Set","Pattern","Mesh"
1,0.566000000000001,0.586,15.893,25.019,2.332,"Set1","Pattern1","Mesh1"
2,0.392000000000001,0.6,13.484,20.543,2.297,"Set1","Pattern2","Mesh1"
3,0.374000000000001,0.605,17.013,27.392,2.415,"Set1","Pattern3","Mesh1"
4,0.379999999999999,0.577,17.935,29.487,2.272,"Set1","Pattern4","Mesh1"
5,0.355,0.575,15.186,24.4,2.129,"Set1","Pattern5","Mesh1"
6,0.376000000000001,0.574,11.803,17.473,2.174,"Set2","Pattern6","Mesh1"
7,0.365,0.585,17.088,27.746,2.302,"Set2","Pattern7","Mesh1"
8,0.372,0.612,18.146,29.711,2.314,"Set2","Pattern8","Mesh1"
9,0.356000000000002,0.642999999999999,12.822,19.228,2.364,"Set2","Pattern9","Mesh1"
10,0.380999999999997,0.664,21.401,35.899,2.416,"Set2","Pattern10","Mesh1"
11,0.337,0.618,6.64599999999999,7.78199999999998,2.058,"Set3","Pattern11","Mesh1"
12,0.333000000000002,0.611000000000001,7.45600000000002,9.46699999999998,2.044,"Set3","Pattern12","Mesh1"
13,0.306999999999999,0.647,7.67400000000001,9.71600000000001,2.12,"Set3","Pattern13","Mesh1"
14,0.338000000000001,0.622,7.53299999999999,9.37399999999997,2.104,"Set3","Pattern14","Mesh1"
15,0.326000000000001,0.635,13.861,21.879,2.193,"Set3","Pattern15","Mesh1"
16,0.338999999999999,0.619,9.28200000000001,7.005,1.75700000000001,"Set4","Pattern16","Mesh1"
17,0.325000000000003,0.645999999999999,7.57500000000002,9.41899999999998,2.089,"Set4","Pattern17","Mesh1"
18,0.318999999999999,0.663,11.778,17.494,2.271,"Set4","Pattern18","Mesh1"
19,0.328999999999997,0.642999999999997,12.856,10.623,1.807,"Set4","Pattern19","Mesh1"
20,0.327000000000002,0.643999999999998,7.77600000000001,9.45700000000005,2.316,"Set4","Pattern20","Mesh1"
1,0.787999999999998,0.631,18.296,28.121,3.043,"Set1","Pattern1","Mesh10"
2,0.508000000000001,0.647,20.921,33.734,3.249,"Set1","Pattern2","Mesh10"
3,0.533999999999999,0.622,19.566,30.963,3.236,"Set1","Pattern3","Mesh10"
4,0.531000000000001,0.634,19.927,31.504,3.414,"Set1","Pattern4","Mesh10"
5,0.536000000000001,0.671,18.781,29.369,3.2,"Set1","Pattern5","Mesh10"
6,0.512,0.656000000000001,12.384,17.131,3,"Set2","Pattern6","Mesh10"
7,0.518000000000001,0.627000000000001,19.712,30.507,3.399,"Set2","Pattern7","Mesh10"
8,0.527000000000001,0.658,19.918,31.267,3.379,"Set2","Pattern8","Mesh10"
9,0.498000000000001,0.698,14.772,21.637,3.078,"Set2","Pattern9","Mesh10"
10,0.558,0.712999999999999,24.18,39.579,3.459,"Set2","Pattern10","Mesh10"
11,0.488000000000003,0.720000000000001,6.49800000000002,3.41899999999998,2.425,"Set3","Pattern11","Mesh10"
12,0.48,0.737,6.226,3.04500000000002,2.501,"Set3","Pattern12","Mesh10"
13,0.462,0.722,14.667,11.839,2.441,"Set3","Pattern13","Mesh10"
14,0.5,0.738000000000001,6.77199999999999,3.55399999999997,2.49,"Set3","Pattern14","Mesh10"
15,0.477,0.718999999999999,15.438,12.491,2.503,"Set3","Pattern15","Mesh10"
16,0.489000000000001,0.722,8.358,5.065,2.57,"Set4","Pattern16","Mesh10"
17,0.511000000000003,0.712,7.73899999999998,4.42899999999997,2.56999999999999,"Set4","Pattern17","Mesh10"
18,0.488,0.727,10.848,7.637,2.536,"Set4","Pattern18","Mesh10"
19,0.513999999999999,0.732999999999997,12.153,9.16999999999996,2.49799999999999,"Set4","Pattern19","Mesh10"
20,0.482999999999997,0.733000000000001,7.61399999999998,4.29199999999997,2.547,"Set4","Pattern20","Mesh10"
1,0.791,0.624,20.868,32.822,3.609,"Set1","Pattern1","Mesh11"
2,0.524999999999999,0.646,21.736,34.887,3.6,"Set1","Pattern2","Mesh11"
3,0.538,0.634,22.564,35.749,3.937,"Set1","Pattern3","Mesh11"
4,0.519000000000002,0.639,23.844,38.697,3.835,"Set1","Pattern4","Mesh11"
5,0.541,0.635999999999999,21.477,34.432,3.492,"Set1","Pattern5","Mesh11"
6,0.524999999999999,0.624000000000001,17.255,26.072,3.469,"Set2","Pattern6","Mesh11"
7,0.536000000000001,0.665999999999999,25.324,41.152,4.122,"Set2","Pattern7","Mesh11"
8,0.538999999999998,0.685,21.888,34.727,3.701,"Set2","Pattern8","Mesh11"
9,0.553000000000001,0.696,19.512,30.005,3.602,"Set2","Pattern9","Mesh11"
10,0.542999999999999,0.737,29.651,49.366,4.099,"Set2","Pattern10","Mesh11"
11,0.474,0.734999999999999,11.791,15.899,2.98,"Set3","Pattern11","Mesh11"
12,0.478999999999999,0.766,11.552,15.314,3.041,"Set3","Pattern12","Mesh11"
13,0.471,0.742000000000001,25.541,42.327,3.496,"Set3","Pattern13","Mesh11"
14,0.474999999999998,0.766999999999999,12.44,17.089,3.104,"Set3","Pattern14","Mesh11"
15,0.475999999999999,0.742999999999999,25.448,42.531,3.372,"Set3","Pattern15","Mesh11"
16,0.484999999999999,0.738,12.584,17.438,3.032,"Set4","Pattern16","Mesh11"
17,0.483000000000004,0.725999999999999,12.306,16.414,3.215,"Set4","Pattern17","Mesh11"
18,0.478000000000002,0.725000000000001,18.969,29.202,3.393,"Set4","Pattern18","Mesh11"
19,0.469999999999999,0.757999999999999,20.823,33.426,3.253,"Set4","Pattern19","Mesh11"
20,0.456000000000003,0.727,11.883,15.7959999999999,3.07900000000001,"Set4","Pattern20","Mesh11"
1,0.803999999999998,0.631,24.51,39.414,3.827,"Set1","Pattern1","Mesh12"
2,0.562000000000001,0.636,25.638,42.385,3.721,"Set1","Pattern2","Mesh12"
3,0.556000000000001,0.666,23.92,38.586,3.872,"Set1","Pattern3","Mesh12"
4,0.567,0.677,25.679,42.011,3.919,"Set1","Pattern4","Mesh12"
5,0.565000000000001,0.655,23.503,37.861,3.821,"Set1","Pattern5","Mesh12"
6,0.521999999999998,0.633,17.721,27.032,3.391,"Set2","Pattern6","Mesh12"
7,0.548999999999999,0.688000000000001,25.121,40.1,4.22,"Set2","Pattern7","Mesh12"
8,0.558,0.637,24.195,39.087,4.152,"Set2","Pattern8","Mesh12"
